Year,Adult Mortality,Alcohol,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP, thinness 5-9 years,Income composition of resources,Schooling,Country_,Status_,Life expectancy 
2007,286.0,4.03,14,67.0,1.24,65.0,2.8,21.3733292,7.8,0.383,9.9,80,1,57.9
2001,152.0,3.81,0,91.0,5.19,9.0,0.8,1268.884564,9.3,0.562,11.0,25,1,73.0
2008,62.0,12.01,0,97.0,6.89,97.0,0.1,3539.7488,1.0,0.844,13.7,38,0,79.1
2003,191.0,5.53,1,91.0,5.13,91.0,0.5,884.518666,6.9,0.729,12.0,142,1,69.3
2000,11.0,0.05,12,95.0,4.24,95.0,0.1,9126.954277,7.4,0.737,11.8,121,1,72.6
2014,285.0,0.01,20,85.0,5.25,87.0,1.0,62.1318489,6.4,0.475,12.0,140,1,59.7
2003,38.0,1.53,63,8.0,3.12,8.0,3.4,373.2815537,8.5,0.489,7.9,54,1,57.9
2005,278.0,7.31,6,95.0,6.41,96.0,0.9,1828.717626,2.8,0.707,14.5,147,1,67.0
2008,75.0,12.66,0,93.0,8.64,93.0,0.1,61235.415,0.2,0.908,17.9,67,0,79.8
2000,8.0,5.59,0,94.0,6.83,94.0,0.1,1139.5651,0.7,0.779,13.8,89,0,77.5
2012,337.0,11.89,4,3.0,4.0,24.0,8.2,21557.6528,8.7,0.583,9.2,44,1,56.7
2014,347.0,7.38,52,77.0,8.8,77.0,3.7,6479.625659,5.9,0.66,13.0,129,1,62.0
2009,132.0,2.1,6,84.0,5.85,81.0,0.1,495.294791,2.9,0.728,11.6,9,1,78.0
2013,6.0,9.25,2,96.0,9.1,96.0,0.1,2921.9342,0.5,0.874,17.5,130,0,82.4
2006,76.0,9.34,0,89.0,8.65,89.0,0.1,2667.86452,0.3,0.888,19.1,101,0,79.9
2000,394.0,3.91,100,57.0,4.48,62.0,7.7,68.414399,7.8,0.433,6.9,27,1,51.4
2009,79.0,11.22,3,95.0,11.4,96.0,0.1,41732.7725,1.1,0.906,16.7,53,0,80.0
2001,323.0,0.95,2,49.0,5.37,53.0,4.3,781.2322196,6.1,0.363,2.9,40,1,57.7
2006,491.0,6.45,3,96.0,4.93,96.0,14.4,5374.554867,9.4,0.61,11.9,19,1,54.8
2005,234.0,1.99,22,82.0,5.84,82.0,1.4,474.2238766,11.6,0.47,10.0,26,1,62.9
2003,137.0,7.62,13,95.0,8.22,96.0,0.1,333.4376,1.0,0.77,16.4,5,1,74.1
2003,142.0,9.06,3,98.0,6.22,99.0,0.1,5693.52416,2.6,0.796,15.3,113,0,74.7
2005,165.0,0.88,0,67.0,3.87,68.0,0.1,1886.433359,1.5,0.0,10.6,151,1,69.9
2005,85.0,12.4,0,86.0,1.53,86.0,0.1,38242.4252,1.9,0.848,14.9,8,0,79.4
2001,686.0,1.72,39,76.0,6.16,75.0,42.1,548.587312,1.7,0.427,9.8,153,1,45.3
2001,76.0,2.08,0,95.0,2.37,96.0,0.1,21577.7823,2.0,0.82,12.7,126,0,78.7
2014,69.0,1.15,0,99.0,2.19,89.0,0.1,86852.7119,4.8,0.854,13.4,115,1,78.1
2005,24.0,0.9,0,9.0,7.83,89.0,0.1,88.874858,1.3,0.465,8.3,128,1,67.4
2005,148.0,4.44,16,66.0,4.72,77.0,0.4,2754.7829,1.3,0.692,13.0,111,1,72.8
2009,23.0,2.31,0,99.0,4.26,99.0,0.1,3369.48247,3.7,0.704,14.5,48,1,68.9
2014,242.0,0.01,3,88.0,8.93,88.0,2.2,5421.343953,8.5,0.632,11.7,98,1,65.9
2002,282.0,0.29,1,89.0,7.75,86.0,0.1,885.6382245,19.4,0.0,8.0,17,1,62.5
2008,159.0,11.9,3,95.0,5.33,96.0,0.1,1136.47356,3.5,0.78,14.7,116,0,73.1
2011,259.0,5.68,20,67.0,1.41,68.0,1.5,74.9358452,4.0,0.47,8.7,61,1,62.3
2013,57.0,1.83,0,97.0,4.53,97.0,0.1,5629.18914,2.2,0.92,15.4,126,0,82.7
2004,186.0,7.91,0,99.0,4.17,99.0,0.1,1176.65871,6.4,0.715,12.3,124,1,72.1
2013,275.0,0.01,86,7.0,6.58,69.0,1.6,777.659139,7.9,0.421,8.0,88,1,57.3
2001,385.0,6.09,40,72.0,4.96,81.0,5.3,133.7427689,8.8,0.268,4.5,24,1,51.3
2013,14.0,12.06,1,95.0,7.93,95.0,0.1,7674.86559,1.9,0.781,14.4,22,0,74.1
2012,138.0,0.01,0,65.0,3.7,64.0,0.1,3158.58688,1.4,0.592,10.8,151,1,71.4
2001,14.0,1.49,50,88.0,5.16,88.0,0.1,3119.63716,5.1,0.653,11.1,144,1,78.0
2001,434.0,1.63,120,77.0,4.62,8.0,16.9,41.7763612,9.0,0.447,8.4,74,1,51.9
2003,237.0,7.93,1,91.0,5.97,9.0,2.1,986.7958173,5.6,0.611,11.1,60,1,65.3
2002,315.0,8.34,3,44.0,3.22,45.0,10.7,412.55271,7.5,0.636,12.3,51,1,59.7
2014,217.0,2.9,8,98.0,2.7,98.0,0.1,7962.365824,3.3,0.683,10.8,145,1,66.0
2003,89.0,0.12,0,99.0,3.9,92.0,0.1,18555.56649,6.1,0.823,13.4,21,1,76.0
2010,138.0,2.31,4,99.0,3.43,99.0,0.1,2819.511161,15.3,0.739,13.5,131,1,74.5
2011,218.0,4.96,72,87.0,4.29,87.0,0.1,2352.518156,9.7,0.669,11.5,112,1,68.0
2003,295.0,0.01,122,41.0,8.82,41.0,0.1,198.7285436,19.9,0.373,6.5,0,1,56.7
2001,32.0,2.55,9,56.0,5.4,53.0,3.6,39.486749,1.0,0.0,6.7,59,1,52.5
2010,142.0,0.01,161,94.0,3.6,94.0,0.1,757.6717572,19.4,0.535,8.9,11,1,69.9
2011,225.0,0.23,1,95.0,4.73,95.0,0.5,2458.45976,17.0,0.572,11.9,17,1,68.3
2002,282.0,0.1,124,43.0,6.55,39.0,1.6,177.828384,12.5,0.261,2.9,103,1,51.4
2013,89.0,0.09,9,98.0,4.25,98.0,0.1,24934.38614,7.5,0.83,15.2,121,1,74.3
2012,22.0,7.57,1,97.0,6.57,97.0,0.3,3785.935665,5.3,0.63,10.6,60,1,65.8
2013,219.0,0.01,1,97.0,3.83,97.0,0.6,235.882889,16.5,0.589,12.6,17,1,69.1
2009,158.0,8.42,0,99.0,6.24,99.0,0.1,7395.88125,3.8,0.0,15.6,56,1,72.4
2013,121.0,2.14,6,96.0,5.54,93.0,0.1,7875.756953,2.8,0.745,11.9,9,1,72.2
2012,79.0,0.01,0,99.0,2.3,99.0,0.1,47651.2599,5.3,0.852,14.4,21,1,78.3
2014,141.0,2.37,3,99.0,3.5,99.0,0.1,382.54994,15.0,0.76,14.0,131,1,74.7
2002,226.0,5.8,0,92.0,1.21,92.0,1.4,555.8185378,7.6,0.501,9.6,120,1,63.1
2001,82.0,9.95,1,97.0,7.79,97.0,0.1,26584.12169,1.1,0.878,16.7,100,0,78.3
2013,96.0,4.18,1,99.0,9.48,99.0,0.1,676.15344,3.3,0.773,14.7,37,1,78.7
2012,123.0,0.01,6,92.0,5.37,89.0,0.1,7496.335728,2.8,0.742,11.8,9,1,71.9
2009,66.0,10.62,1,92.0,9.5,92.0,0.1,42742.99898,0.6,0.925,19.1,7,0,81.7
2010,16.0,3.58,1,93.0,9.66,88.0,0.1,8199.414621,1.8,0.749,13.3,35,1,78.1
2002,99.0,11.29,1,96.0,8.46,95.0,0.1,2552.3328,0.8,0.875,18.8,14,0,78.0
2010,2.0,2.25,0,99.0,4.23,99.0,0.1,3651.966784,3.7,0.706,14.6,48,1,69.1
2012,13.0,1.3,3,97.0,7.18,97.0,0.1,4137.55421,6.3,0.717,14.6,143,1,74.9
2003,57.0,4.07,47,66.0,11.69,73.0,1.9,263.7618312,9.8,0.322,7.4,125,1,41.5
2006,93.0,0.67,0,94.0,2.24,97.0,0.1,398.96692,5.8,0.837,14.3,21,1,76.3
2013,118.0,6.89,1,81.0,8.9,8.0,0.1,11685.97983,1.9,0.773,12.9,108,1,77.5
2003,127.0,4.88,55,98.0,6.2,98.0,0.1,6751.998987,1.8,0.708,11.9,92,1,75.0
2004,354.0,0.86,342,54.0,4.23,4.0,4.1,135.7623858,11.3,0.31,5.4,47,1,55.0
2007,164.0,9.06,0,96.0,5.88,96.0,0.1,7322.596862,3.9,0.0,15.3,56,1,71.9
2003,121.0,7.65,0,9.0,5.82,89.0,0.4,1228.5447,4.1,0.753,14.2,12,1,73.7
2013,54.0,9.04,0,99.0,7.46,99.0,0.1,2797.96736,1.0,0.85,13.8,38,0,81.0
2012,146.0,11.27,1,99.0,7.74,99.0,0.1,12834.32349,1.7,0.823,15.4,63,0,75.0
2008,146.0,4.45,16,92.0,6.62,92.0,0.1,5433.7245,2.0,0.683,12.2,33,1,73.5
2007,68.0,9.53,1,97.0,9.36,97.0,0.1,51241.31562,1.0,0.899,16.6,100,0,82.0
2002,238.0,0.19,54,72.0,5.6,72.0,0.1,246.375621,18.8,0.447,8.6,99,1,63.1
2001,158.0,4.13,10,9.0,3.86,89.0,0.3,193.741571,1.5,0.67,12.4,42,1,73.4
2012,272.0,0.01,93,67.0,8.52,67.0,0.1,669.959,18.0,0.463,9.8,0,1,59.5
2005,477.0,4.89,4,86.0,7.32,86.0,22.1,3573.146387,13.1,0.565,11.6,98,1,55.1
2014,83.0,7.16,2,95.0,7.79,95.0,0.1,14817.37778,0.8,0.841,16.2,31,1,83.0
2010,279.0,0.01,102,66.0,9.2,66.0,0.1,553.32894,18.4,0.448,9.2,0,1,58.8
2011,63.0,9.62,2,97.0,9.48,97.0,0.1,31834.21816,0.5,0.867,16.9,130,0,82.1
2012,8.0,1.75,1,96.0,3.45,96.0,0.1,42112.23565,5.0,0.826,13.3,148,1,76.5
2009,19.0,12.21,0,96.0,8.18,96.0,0.1,14157.14416,1.6,0.803,14.2,36,0,76.3
2013,18.0,6.56,0,95.0,5.79,95.0,0.2,4688.538443,3.4,0.706,12.9,15,1,69.8
2011,64.0,7.39,4,96.0,1.7,97.0,0.1,48167.99727,1.6,0.884,15.1,71,0,82.5
2014,97.0,12.14,0,95.0,7.8,95.0,0.1,13467.46827,1.5,0.82,15.1,36,0,77.8
2014,252.0,0.01,39,74.0,4.59,78.0,1.1,943.686575,6.9,0.475,10.7,16,1,59.7
2000,3.0,2.84,9,52.0,4.94,49.0,3.1,297.7519443,1.2,0.0,6.4,59,1,52.1
2011,27.0,0.33,61,9.0,1.87,84.0,0.5,1186.423937,13.3,0.526,9.1,97,1,65.6
2004,26.0,8.81,0,99.0,6.51,99.0,0.1,6351.8125,2.6,0.776,15.5,77,0,71.0
2014,371.0,6.5,34,92.0,6.44,91.0,6.3,127.47462,5.7,0.498,10.3,153,1,59.2
2009,14.0,4.69,13,92.0,5.36,93.0,0.3,4166.93387,1.2,0.706,13.3,111,1,73.8
2011,15.0,7.84,0,95.0,6.35,95.0,0.1,741.48438,3.8,0.741,15.8,56,1,72.9
2001,17.0,0.05,12,97.0,4.49,97.0,0.1,8643.4944,7.3,0.742,12.0,121,1,72.8
2012,167.0,0.26,25,9.0,5.89,9.0,0.2,681.7925868,16.7,0.538,12.3,99,1,68.9
2010,94.0,4.54,0,9.0,9.58,89.0,0.1,4611.47298,2.6,0.717,13.3,18,1,76.4
2000,218.0,2.79,5,98.0,8.17,99.0,0.4,2238.4116,2.0,0.607,11.3,43,1,69.0
2012,126.0,9.38,1,93.0,9.89,91.0,0.1,5659.3824,2.1,0.767,14.0,123,1,74.9
2007,276.0,0.1,106,57.0,6.94,57.0,1.4,292.55962,11.3,0.293,3.8,103,1,55.2
2002,176.0,7.0,109,99.0,7.13,99.0,0.1,2819.649531,3.3,0.692,14.6,20,1,71.4
2006,161.0,1.0,0,67.0,3.96,68.0,0.1,247.97823,1.5,0.572,10.6,151,1,71.0
2012,135.0,0.01,0,94.0,6.36,94.0,0.1,17421.8922,1.9,0.85,16.5,46,1,76.3
2013,371.0,7.34,54,73.0,8.78,73.0,4.5,6876.953821,6.5,0.652,12.8,129,1,69.0
2012,68.0,8.3,2,99.0,1.78,95.0,0.1,52496.69487,0.5,0.907,15.9,28,1,81.6
2007,93.0,10.99,0,87.0,9.99,87.0,0.1,58487.451,0.9,0.904,16.7,39,0,78.4
2005,554.0,2.33,55,84.0,7.56,82.0,17.0,691.3178164,7.0,0.467,10.7,152,1,49.3
2009,157.0,6.05,8,85.0,4.41,82.0,1.2,4952.67753,3.3,0.695,12.9,41,1,73.6
2009,65.0,9.23,1,97.0,1.29,97.0,0.1,519.349,0.9,0.906,16.9,100,0,86.0
2007,65.0,7.45,0,76.0,8.36,74.0,0.1,19375.5696,0.7,0.808,14.4,89,0,79.6
2014,177.0,6.58,0,95.0,5.79,95.0,0.2,4852.223666,3.4,0.705,12.8,15,1,70.0
2014,375.0,0.01,84,79.0,6.98,79.0,4.1,623.2871141,3.5,0.409,9.1,96,1,56.7
2010,94.0,1.58,1,75.0,7.19,81.0,0.1,8763.826274,4.7,0.752,13.3,78,1,74.9
2008,96.0,10.94,0,97.0,8.47,97.0,0.1,2751.8127,1.7,0.869,16.9,127,0,78.9
2014,17.0,0.01,0,91.0,6.42,91.0,0.1,7378.345289,1.9,0.803,15.1,94,1,75.9
2010,138.0,7.84,0,99.0,5.63,98.0,0.1,12126.87614,3.3,0.783,14.1,4,1,75.6
2007,9.0,5.58,1,99.0,6.1,98.0,0.1,363.13685,1.7,0.703,11.6,1,1,75.9
2001,21.0,10.2,0,97.0,6.26,95.0,0.1,353.147337,3.3,0.757,14.7,82,0,71.2
2007,14.0,1.02,7,81.0,5.1,79.0,0.1,3851.437869,2.9,0.708,11.6,9,1,73.0
2005,97.0,4.1,1,91.0,7.74,91.0,0.1,4697.11135,2.0,0.723,12.4,35,1,78.6
2012,257.0,0.01,56,91.0,4.79,92.0,0.9,1629.8222,6.6,0.563,11.2,54,1,61.6
2012,48.0,1.19,90,73.0,5.58,76.0,6.9,566.513873,3.5,0.4,9.2,96,1,54.8
2006,127.0,7.75,12,92.0,6.68,91.0,0.1,5878.76127,0.9,0.782,16.1,5,1,75.2
2012,235.0,0.87,42,71.0,3.46,7.0,0.4,443.9611,7.3,0.506,10.2,84,1,64.3
2009,158.0,10.4,3,95.0,5.56,95.0,0.1,822.18329,3.3,0.795,15.4,116,0,73.1
2001,149.0,7.74,3,98.0,5.86,98.0,0.1,4981.198619,2.7,0.784,14.7,113,0,74.2
2009,73.0,9.24,0,92.0,11.21,92.0,0.1,282.94193,0.3,0.895,19.3,101,0,85.0
2001,177.0,4.38,0,93.0,3.87,92.0,0.1,3792.182152,8.0,0.673,12.2,91,1,71.5
2012,89.0,5.74,233,99.0,5.26,99.0,0.1,6337.882993,3.3,0.703,12.4,32,1,75.4
2002,135.0,1.25,11,86.0,4.94,84.0,0.1,1263.13455,6.5,0.596,10.2,136,1,72.8
2010,212.0,8.39,6,57.0,7.81,52.0,0.2,2965.142365,2.5,0.728,14.9,147,1,69.8
2006,3.0,11.79,20,98.0,5.3,98.0,0.3,692.194398,2.7,0.754,13.8,117,1,66.4
2011,268.0,7.84,4,85.0,8.78,82.0,4.7,56.971392,9.9,0.612,11.5,98,1,64.3
2004,169.0,0.85,0,67.0,4.12,69.0,0.1,1787.94723,1.5,0.0,10.7,151,1,69.6
2014,297.0,0.01,32,95.0,7.54,95.0,0.7,312.7489794,7.3,0.404,10.6,24,1,59.1
2014,79.0,11.5,3,98.0,11.54,98.0,0.1,42955.24287,0.6,0.89,16.2,50,1,82.2
2012,411.0,0.01,35,91.0,11.24,91.0,0.9,561.8984239,7.8,0.401,9.1,125,1,49.7
2003,71.0,2.32,1,93.0,7.44,93.0,0.1,18946.99942,1.1,0.863,16.0,68,1,79.7
2014,57.0,7.56,2,95.0,9.25,95.0,0.1,35396.66517,0.6,0.877,16.3,69,0,82.5
2013,367.0,8.3,773,46.0,3.7,46.0,3.9,2996.96432,1.2,0.514,9.8,104,1,53.2
2006,66.0,8.84,0,83.0,8.93,85.0,0.1,16671.5672,0.7,0.809,14.8,89,0,79.3
2000,88.0,0.5,0,91.0,2.18,8.0,0.1,29986.2915,4.5,0.808,13.0,115,1,76.2
2010,57.0,10.01,0,96.0,11.7,95.0,0.1,74276.71842,0.4,0.92,15.4,135,0,82.3
2011,344.0,10.99,4,39.0,3.29,41.0,7.7,21451.88617,8.8,0.58,9.2,44,1,56.2
2012,312.0,0.01,33,96.0,8.21,96.0,1.2,265.285651,7.5,0.393,10.3,24,1,58.0
2012,7.0,11.34,0,99.0,7.18,99.0,0.1,16749.136,0.9,0.892,13.9,83,0,81.1
2014,118.0,7.93,9,92.0,4.79,94.0,0.1,12245.25645,0.9,0.825,17.3,5,1,76.2
2004,17.0,4.54,1,98.0,6.38,97.0,0.1,2416.588235,1.9,0.681,10.9,1,1,73.0
2007,132.0,9.3,1,93.0,1.2,94.0,0.1,5458.121718,2.4,0.743,13.5,123,1,73.8
2001,272.0,0.08,2,7.0,2.86,7.0,0.1,395.9319363,7.8,0.0,8.5,34,1,59.5
2008,26.0,1.95,0,99.0,3.68,99.0,0.1,4177.657789,3.7,0.7,14.3,48,1,68.7
2006,381.0,5.84,143,36.0,4.54,34.0,2.5,262.415149,9.7,0.439,7.2,3,1,47.7
2008,139.0,3.76,9,94.0,5.66,96.0,0.1,4274.95265,1.2,0.698,13.0,42,1,74.6
2014,144.0,7.32,49,96.0,8.32,93.0,0.1,1226.61731,2.7,0.747,15.2,20,1,74.8
2000,391.0,0.88,404,55.0,4.36,3.0,5.0,123.876257,11.8,0.0,3.9,47,1,51.2
2014,162.0,0.01,442,72.0,2.61,72.0,0.1,1316.98966,19.8,0.542,7.8,107,1,66.2
2007,164.0,6.05,8,86.0,4.34,85.0,1.6,4647.31359,3.4,0.685,12.7,41,1,72.9
2008,287.0,0.03,110,64.0,8.33,64.0,0.1,373.3611163,18.9,0.433,8.7,0,1,58.1
2001,599.0,1.15,80,86.0,5.7,9.0,25.1,146.7615397,7.7,0.387,10.1,85,1,43.5
2005,85.0,11.67,3,95.0,1.52,96.0,0.1,34696.6292,1.1,0.884,16.4,53,0,79.2
2010,138.0,3.55,1,94.0,5.3,94.0,0.5,4682.728424,1.7,0.721,12.7,70,1,75.0
2010,147.0,10.8,1,94.0,7.24,94.0,0.1,6843.263289,2.0,0.77,13.9,22,0,73.4
2014,348.0,8.33,101,68.0,3.31,64.0,2.0,479.31224,8.3,0.527,11.4,3,1,51.7
2012,81.0,10.95,0,96.0,9.37,96.0,0.1,22486.47167,1.5,0.877,16.8,127,0,82.0
2000,142.0,2.9,1,96.0,6.25,93.0,0.1,622.7427477,2.2,0.639,11.2,6,1,72.0
2012,271.0,4.75,68,9.0,5.33,9.0,0.8,673.8227,8.1,0.384,7.2,23,1,58.6
2010,117.0,0.51,4,98.0,8.42,98.0,0.1,3679.19275,3.8,0.739,13.2,72,1,73.4
2003,21.0,5.67,0,95.0,4.53,96.0,1.5,3679.99523,3.6,0.684,12.2,15,1,68.4
2013,77.0,11.77,1,99.0,1.57,99.0,0.1,4651.38647,0.9,0.889,16.3,14,0,87.0
2005,9.0,0.01,1,99.0,2.38,99.0,0.1,3549.26132,3.1,0.789,14.2,76,1,73.6
2011,167.0,0.04,459,75.0,3.1,74.0,0.1,1226.215314,2.4,0.525,7.5,107,1,65.5
2005,222.0,5.27,0,97.0,1.4,97.0,1.6,81.86157,7.0,0.514,10.0,120,1,64.3
2000,129.0,3.28,2,81.0,6.94,8.0,0.1,691.997711,3.1,0.0,11.4,52,1,71.8
2008,258.0,7.6,9,99.0,3.65,99.0,0.1,8513.564645,2.5,0.758,14.6,73,1,66.6
2014,67.0,9.07,0,93.0,11.3,93.0,0.1,4453.24673,0.3,0.91,19.2,101,0,81.5
2000,85.0,5.67,0,91.0,8.27,9.0,0.1,38146.71539,0.7,0.911,17.1,105,0,78.5
2002,74.0,10.85,0,95.0,1.61,93.0,0.1,41336.72192,0.5,0.89,15.2,135,0,84.0
2001,16.0,10.72,1,94.0,7.23,94.0,0.1,1764.97387,2.5,0.713,12.9,22,0,71.6
2003,271.0,0.26,2,8.0,3.65,8.0,0.1,544.566526,7.6,0.0,9.2,34,1,59.6
2009,184.0,6.85,0,98.0,5.81,97.0,0.3,4258.788611,3.4,0.7,12.7,15,1,69.5
2002,157.0,3.88,10,88.0,4.62,88.0,0.3,2183.966796,1.4,0.675,12.5,42,1,73.6
2008,473.0,8.19,75,77.0,7.75,79.0,23.5,5786.59972,1.7,0.616,12.9,129,1,55.3
2008,99.0,4.22,1,89.0,9.1,9.0,0.1,6911.136136,1.8,0.74,12.9,35,1,78.9
2007,486.0,8.48,79,79.0,7.53,82.0,26.4,6125.39984,11.7,0.612,12.9,129,1,54.5
2013,256.0,0.53,2,82.0,9.14,82.0,2.1,1622.637974,5.4,0.464,6.3,40,1,62.7
2008,272.0,0.12,102,68.0,6.76,67.0,1.3,354.8185998,11.0,0.298,4.0,103,1,56.0
2000,74.0,7.97,5,98.0,7.53,85.0,0.1,38532.488,1.4,0.852,14.5,71,0,81.1
2010,61.0,1.84,0,96.0,3.96,96.0,0.1,46569.67951,2.1,0.889,14.5,126,0,82.0
2001,44.0,2.58,159,41.0,5.38,38.0,2.1,526.168743,1.7,0.391,5.1,3,1,45.7
2012,12.0,6.95,1,87.0,7.25,85.0,0.1,1589.82713,1.9,0.765,12.8,108,1,77.2
2014,12.0,3.91,1,95.0,4.48,93.0,0.1,3994.712355,2.1,0.739,12.7,6,1,74.6
2010,339.0,9.93,4,59.0,3.84,44.0,7.2,17136.44568,9.0,0.589,9.2,44,1,56.1
2013,219.0,4.61,69,84.0,4.56,89.0,0.1,276.289146,9.7,0.671,11.7,112,1,68.1
2005,177.0,6.26,15,98.0,3.55,98.0,0.5,2893.651356,9.1,0.682,12.0,138,1,72.5
2006,1.0,4.82,0,91.0,8.28,87.0,0.1,344.321698,2.8,0.697,12.7,18,1,75.7
2005,137.0,0.47,26,98.0,5.6,98.0,0.1,213.755559,6.3,0.569,9.8,95,1,77.0
2002,338.0,4.53,93,69.0,5.26,69.0,3.2,26.7635413,1.6,0.0,3.6,23,1,51.0
2011,13.0,1.29,3,98.0,7.15,98.0,0.1,4256.91279,6.3,0.714,14.5,143,1,74.8
2004,284.0,1.75,2,99.0,5.99,99.0,0.1,797.8377432,2.4,0.621,11.2,93,1,64.0
2011,63.0,8.96,1,97.0,1.53,97.0,0.1,5354.6536,0.9,0.911,17.2,100,0,81.1
2006,167.0,9.06,0,91.0,5.99,91.0,0.1,6764.722867,3.9,0.0,15.1,56,1,71.7
2003,42.0,4.21,18,49.0,3.44,35.0,3.2,133.494518,8.7,0.373,10.3,80,1,50.0
2000,37.0,10.18,26,97.0,5.42,96.0,0.2,1771.58662,3.0,0.709,12.1,117,1,65.0
2011,63.0,10.3,1,92.0,9.2,92.0,0.1,62245.129,0.6,0.927,19.8,7,0,82.0
2004,14.0,0.45,23,86.0,3.54,86.0,0.1,2598.9823,6.1,0.673,11.7,2,1,72.3
2011,73.0,12.04,0,89.0,1.94,89.0,0.1,51126.74139,2.0,0.88,15.7,8,0,88.0
2007,226.0,14.22,1,9.0,6.44,95.0,0.1,4735.484827,2.3,0.739,14.9,13,1,69.8
2009,369.0,7.01,127,63.0,4.37,6.0,2.5,3347.84485,9.2,0.48,8.5,3,1,49.1
2011,14.0,12.19,0,96.0,7.8,96.0,0.1,14539.18421,1.5,0.808,14.5,36,0,77.0
2008,142.0,8.27,0,99.0,4.69,99.0,0.1,1473.31923,3.3,0.786,14.4,4,1,75.2
2007,217.0,0.26,78,84.0,1.68,86.0,0.6,41.451,13.5,0.484,8.1,97,1,64.5
2001,219.0,4.23,0,65.0,8.38,68.0,1.8,1598.77512,3.5,0.0,11.0,132,1,67.7
2009,18.0,0.56,1,96.0,2.83,98.0,0.1,16784.34616,6.8,0.782,12.4,106,1,75.4
2001,155.0,0.46,30,93.0,4.44,96.0,0.1,1336.775376,6.5,0.53,8.5,95,1,69.0
2013,11.0,8.74,0,91.0,7.57,91.0,0.1,15472.7814,3.8,0.792,15.3,12,1,75.2
2014,119.0,0.01,6,97.0,6.4,94.0,0.1,7891.299776,2.9,0.752,12.2,9,1,72.5
2014,217.0,7.64,1,97.0,5.25,98.0,0.3,43.82321,5.3,0.636,10.3,60,1,66.0
2012,71.0,11.18,3,94.0,1.99,95.0,0.1,4465.24891,1.1,0.916,16.9,53,0,86.0
2004,86.0,12.1,0,83.0,1.56,83.0,0.1,36693.4262,1.9,0.841,14.7,8,0,79.3
2011,12.0,8.11,10,93.0,5.89,91.0,0.1,12726.9836,0.9,0.816,17.1,5,1,75.7
2007,12.0,11.02,0,97.0,7.98,97.0,0.1,23841.31792,1.8,0.865,16.8,127,0,78.3
2011,187.0,5.64,0,86.0,5.93,86.0,0.1,8318.97692,3.4,0.704,12.5,132,1,76.0
2000,98.0,4.34,1,8.0,7.12,88.0,0.1,388.363689,2.3,0.702,11.6,35,1,77.6
2011,166.0,0.32,12,97.0,5.98,96.0,0.2,834.5412953,3.7,0.608,11.1,137,1,68.1
2000,243.0,0.35,100,88.0,1.84,82.0,0.4,193.187484,13.7,0.417,7.5,97,1,62.1
2005,19.0,0.06,201,79.0,2.79,72.0,0.1,126.928834,1.9,0.629,11.1,65,1,67.2
2001,9.0,1.95,0,99.0,3.8,99.0,0.1,12868.211,6.0,0.794,13.3,10,1,74.7
2008,278.0,1.28,39,77.0,4.2,75.0,1.8,82.1513498,8.0,0.444,9.1,16,1,57.6
2010,62.0,7.91,0,76.0,8.3,76.0,0.1,2187.79469,0.7,0.819,14.6,89,0,83.0
2005,511.0,1.5,26,47.0,4.29,54.0,11.2,327.1149461,9.7,0.319,5.9,29,1,45.9
2009,175.0,0.03,460,7.0,2.94,71.0,0.1,16.63999,2.9,0.514,7.3,107,1,64.8
2010,196.0,2.14,14,94.0,6.64,94.0,0.4,2825.5247,1.3,0.602,10.5,57,1,77.0
2013,147.0,0.01,0,98.0,4.82,98.0,0.1,9637.265,7.0,0.765,14.7,91,1,74.1
2004,279.0,0.11,118,45.0,6.61,43.0,1.6,232.5661574,12.0,0.27,3.1,103,1,52.9
2009,137.0,3.96,1,94.0,4.55,93.0,0.1,2993.832531,2.1,0.725,11.9,6,1,73.3
2010,71.0,9.62,0,93.0,11.2,93.0,0.1,33691.34837,0.3,0.899,20.3,101,0,89.0
2003,9.0,11.92,4,96.0,1.62,97.0,0.1,3359.95215,1.1,0.872,16.3,53,0,78.5
2011,86.0,9.81,0,99.0,9.1,99.0,0.1,579.72415,0.8,0.878,16.9,49,1,83.0
2008,215.0,4.36,0,99.0,5.66,99.0,0.9,1126.46212,6.4,0.531,10.4,120,1,65.4
2006,134.0,4.22,15,94.0,4.47,94.0,0.4,3171.49856,1.2,0.693,13.0,111,1,74.2
2004,132.0,3.81,1,93.0,5.5,91.0,0.1,1191.96192,2.1,0.668,10.9,6,1,73.0
2002,79.0,7.7,2,88.0,9.37,88.0,0.1,24167.8431,0.4,0.872,15.8,28,1,79.5
2002,153.0,7.21,0,93.0,4.41,98.0,0.1,9386.716452,3.5,0.0,0.0,4,1,74.0
2009,6.0,10.8,0,99.0,7.4,99.0,0.1,3215.8159,1.0,0.849,14.1,38,0,79.3
2000,18.0,1.21,0,67.0,3.28,71.0,0.1,1469.849149,1.7,0.0,9.6,151,1,69.0
2006,179.0,0.03,458,77.0,3.4,78.0,0.1,873.772727,21.5,0.501,6.5,107,1,64.2
2006,229.0,12.7,0,94.0,6.2,94.0,0.1,924.642548,3.0,0.807,16.4,82,0,76.0
2010,682.0,5.76,58,66.0,8.9,66.0,1.9,662.2795182,4.0,0.47,8.6,61,1,36.3
